gene,targetId,diseaseId,disease,score,known_clinical
RAB26,ENSG00000167964,MONDO_0024327,chronic renal failure syndrome,0.8375,False
RAB26,ENSG00000167964,MONDO_0041052,postherpetic neuralgia,0.5023,False
RAB26,ENSG00000167964,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.8439,False
RAB26,ENSG00000167964,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.5006,False
RAB26,ENSG00000167964,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9272,False
RAB26,ENSG00000167964,MONDO_0045056,grade II meningioma,0.6003,False
RAB26,ENSG00000167964,EFO_0000096,neoplasm of mature B-cells,0.7416,False
RAB26,ENSG00000167964,EFO_0000616,neoplasm,0.6422,False
RAB26,ENSG00000167964,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.7424,False
RAB26,ENSG00000167964,EFO_0002618,pancreatic carcinoma,0.6568,False
RAB26,ENSG00000167964,EFO_0003028,acute myeloblastic leukemia with maturation,0.862,False
RAB26,ENSG00000167964,EFO_0003060,non-small cell lung carcinoma,0.7421,False
RAB26,ENSG00000167964,EFO_0003876,intermittent vascular claudication,0.6203,False
RAB26,ENSG00000167964,EFO_0004284,upper aerodigestive tract neoplasm,0.9296,False
RAB26,ENSG00000167964,EFO_0006861,male breast carcinoma,0.5608,False
RAB26,ENSG00000167964,EFO_0009780,HER2 negative breast carcinoma,0.7878,False
RAB26,ENSG00000167964,EFO_0009878,drug interaction,0.7943,False
RAB26,ENSG00000167964,EFO_0020003,drug toxicity,0.8823,False
RAB26,ENSG00000167964,EFO_1000251,Fallopian Tube Carcinoma,0.7079,False
RAB26,ENSG00000167964,EFO_1000419,Ovarian Germ Cell Tumor,0.8202,False
RAB26,ENSG00000167964,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5261,False
RAB26,ENSG00000167964,EFO_1001013,lethal midline granuloma,0.889,False
RAB26,ENSG00000167964,EFO_1001100,peritoneal neoplasm,0.9531,False
RAB26,ENSG00000167964,EFO_1001110,pituitary-dependent Cushing's disease,0.7302,False
RAB26,ENSG00000167964,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.9169,False
RAB26,ENSG00000167964,EFO_1001799,incomplete abortion,0.7831,False
RAB26,ENSG00000167964,EFO_1001934,adult acute myeloid leukemia,0.5595,False
RAB26,ENSG00000167964,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9438,False
RAB26,ENSG00000167964,EFO_1002001,core binding factor acute myeloid leukemia,0.5983,False
RAB27A,ENSG00000069974,MONDO_0001879,anus cancer,0.8525,False
RAB27A,ENSG00000069974,MONDO_0002586,thymus cancer,0.7825,False
RAB27A,ENSG00000069974,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.7341,False
RAB27A,ENSG00000069974,MONDO_0003478,childhood ependymoma,0.5537,False
RAB27A,ENSG00000069974,MONDO_0003541,adult acute lymphoblastic leukemia,0.5931,False
RAB27A,ENSG00000069974,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.6349,False
RAB27A,ENSG00000069974,MONDO_0004111,refractory hematologic cancer,0.8608,False
RAB27A,ENSG00000069974,MONDO_0004180,benign urinary system neoplasm,0.5289,False
RAB27A,ENSG00000069974,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.5994,False
RAB27A,ENSG00000069974,MONDO_0004992,cancer,0.5653,False
RAB27A,ENSG00000069974,MONDO_0007254,breast cancer,0.6686,False
RAB27A,ENSG00000069974,MONDO_0008315,prostate cancer,0.6342,False
RAB27A,ENSG00000069974,MONDO_0008318,Proteus syndrome,0.5776,False
RAB27A,ENSG00000069974,MONDO_0008903,lung cancer,0.5012,False
RAB27A,ENSG00000069974,MONDO_0016216,adult hepatocellular carcinoma,0.5759,False
RAB27A,ENSG00000069974,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.7509,False
RAB27A,ENSG00000069974,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.7168,False
RAB27A,ENSG00000069974,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.614,False
RAB27A,ENSG00000069974,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6182,False
RAB27A,ENSG00000069974,MONDO_0020690,adult glioblastoma,0.948,False
RAB27A,ENSG00000069974,MONDO_0024327,chronic renal failure syndrome,0.7374,False
RAB27A,ENSG00000069974,MONDO_0036501,refractory malignant neoplasm,0.5512,False
RAB27A,ENSG00000069974,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9396,False
RAB27A,ENSG00000069974,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.8519,False
RAB27A,ENSG00000069974,MONDO_0045056,grade II meningioma,0.7145,False
RAB27A,ENSG00000069974,EFO_0000096,neoplasm of mature B-cells,0.6391,False
RAB27A,ENSG00000069974,EFO_0000198,myelodysplastic syndrome,0.5091,False
RAB27A,ENSG00000069974,EFO_0000304,breast adenocarcinoma,0.5118,False
RAB27A,ENSG00000069974,EFO_0000330,childhood acute myeloid leukemia,0.6537,False
RAB27A,ENSG00000069974,EFO_0000616,neoplasm,0.7274,False
RAB27A,ENSG00000069974,EFO_0000756,melanoma,0.6867,False
RAB27A,ENSG00000069974,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9074,False
RAB27A,ENSG00000069974,EFO_0002618,pancreatic carcinoma,0.5479,False
RAB27A,ENSG00000069974,EFO_0003027,acute myeloblastic leukemia without maturation,0.6183,False
RAB27A,ENSG00000069974,EFO_0003028,acute myeloblastic leukemia with maturation,0.9549,False
RAB27A,ENSG00000069974,EFO_0003060,non-small cell lung carcinoma,0.8837,False
RAB27A,ENSG00000069974,EFO_0004284,upper aerodigestive tract neoplasm,0.9673,False
RAB27A,ENSG00000069974,EFO_0005537,triple-negative breast cancer,0.6446,False
RAB27A,ENSG00000069974,EFO_0006861,male breast carcinoma,0.7545,False
RAB27A,ENSG00000069974,EFO_0009780,HER2 negative breast carcinoma,0.5454,False
RAB27A,ENSG00000069974,EFO_0009878,drug interaction,0.6997,False
RAB27A,ENSG00000069974,EFO_0020003,drug toxicity,0.6803,False
RAB27A,ENSG00000069974,EFO_1000251,Fallopian Tube Carcinoma,0.7806,False
RAB27A,ENSG00000069974,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5911,False
RAB27A,ENSG00000069974,EFO_1000616,Uveal Melanoma,0.7807,False
RAB27A,ENSG00000069974,EFO_1001013,lethal midline granuloma,0.8437,False
RAB27A,ENSG00000069974,EFO_1001100,peritoneal neoplasm,0.7994,False
RAB27A,ENSG00000069974,EFO_1001110,pituitary-dependent Cushing's disease,0.7759,False
RAB27A,ENSG00000069974,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.7769,False
RAB27A,ENSG00000069974,EFO_1001799,incomplete abortion,0.6576,False
RAB27A,ENSG00000069974,EFO_1001934,adult acute myeloid leukemia,0.7067,False
RAB27A,ENSG00000069974,EFO_1001945,childhood acute myeloid leukemia with maturation,0.7802,False
RAB27A,ENSG00000069974,EFO_1001952,endometrial adenosquamous carcinoma,0.5868,False
RAB27A,ENSG00000069974,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9605,False
RAB27A,ENSG00000069974,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.5512,False
RAB27A,ENSG00000069974,EFO_1002001,core binding factor acute myeloid leukemia,0.7039,False
RAB27A,ENSG00000069974,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.7119,False
RAB27B,ENSG00000041353,MONDO_0001879,anus cancer,0.5586,False
RAB27B,ENSG00000041353,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.7528,False
RAB27B,ENSG00000041353,MONDO_0003090,extrahepatic bile duct carcinoma,0.5045,False
RAB27B,ENSG00000041353,MONDO_0003869,childhood brain stem glioma,0.6101,False
RAB27B,ENSG00000041353,MONDO_0004111,refractory hematologic cancer,0.8338,False
RAB27B,ENSG00000041353,MONDO_0004180,benign urinary system neoplasm,0.6134,False
RAB27B,ENSG00000041353,MONDO_0008318,Proteus syndrome,0.5944,False
RAB27B,ENSG00000041353,MONDO_0016778,iatrogenic botulism,0.5455,False
RAB27B,ENSG00000041353,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.5068,False
RAB27B,ENSG00000041353,MONDO_0020690,adult glioblastoma,0.7387,False
RAB27B,ENSG00000041353,MONDO_0024327,chronic renal failure syndrome,0.8129,False
RAB27B,ENSG00000041353,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.7435,False
RAB27B,ENSG00000041353,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.7353,False
RAB27B,ENSG00000041353,MONDO_0045056,grade II meningioma,0.5206,False
RAB27B,ENSG00000041353,EFO_0000096,neoplasm of mature B-cells,0.6184,False
RAB27B,ENSG00000041353,EFO_0000616,neoplasm,0.5349,False
RAB27B,ENSG00000041353,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.7381,False
RAB27B,ENSG00000041353,EFO_0003028,acute myeloblastic leukemia with maturation,0.8075,False
RAB27B,ENSG00000041353,EFO_0003060,non-small cell lung carcinoma,0.5405,False
RAB27B,ENSG00000041353,EFO_0004284,upper aerodigestive tract neoplasm,0.8745,False
RAB27B,ENSG00000041353,EFO_0006861,male breast carcinoma,0.5596,False
RAB27B,ENSG00000041353,EFO_0009780,HER2 negative breast carcinoma,0.6575,False
RAB27B,ENSG00000041353,EFO_0009878,drug interaction,0.5227,False
RAB27B,ENSG00000041353,EFO_0020003,drug toxicity,0.8739,False
RAB27B,ENSG00000041353,EFO_1000251,Fallopian Tube Carcinoma,0.6966,False
RAB27B,ENSG00000041353,EFO_1001013,lethal midline granuloma,0.6722,False
RAB27B,ENSG00000041353,EFO_1001100,peritoneal neoplasm,0.8948,False
RAB27B,ENSG00000041353,EFO_1001110,pituitary-dependent Cushing's disease,0.5238,False
RAB27B,ENSG00000041353,EFO_1001159,Rh isoimmunization,0.657,False
RAB27B,ENSG00000041353,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.7701,False
RAB27B,ENSG00000041353,EFO_1001799,incomplete abortion,0.8137,False
RAB27B,ENSG00000041353,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9192,False
RAB28,ENSG00000157869,MONDO_0001852,small intestine lymphoma,0.5005,False
RAB28,ENSG00000157869,MONDO_0001879,anus cancer,0.8196,False
RAB28,ENSG00000157869,MONDO_0002087,peritoneum cancer,0.6749,False
RAB28,ENSG00000157869,MONDO_0002158,fallopian tube cancer,0.708,False
RAB28,ENSG00000157869,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.852,False
RAB28,ENSG00000157869,MONDO_0003090,extrahepatic bile duct carcinoma,0.7347,False
RAB28,ENSG00000157869,MONDO_0003196,appendix carcinoma,0.6659,False
RAB28,ENSG00000157869,MONDO_0003541,adult acute lymphoblastic leukemia,0.7918,False
RAB28,ENSG00000157869,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.5676,False
RAB28,ENSG00000157869,MONDO_0004111,refractory hematologic cancer,0.8165,False
RAB28,ENSG00000157869,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.7161,False
RAB28,ENSG00000157869,MONDO_0004992,cancer,0.5989,False
RAB28,ENSG00000157869,MONDO_0008318,Proteus syndrome,0.7271,False
RAB28,ENSG00000157869,MONDO_0018521,squamous cell carcinoma of pancreas,0.644,False
RAB28,ENSG00000157869,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.7622,False
RAB28,ENSG00000157869,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.8033,False
RAB28,ENSG00000157869,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.5859,False
RAB28,ENSG00000157869,MONDO_0020690,adult glioblastoma,0.7747,False
RAB28,ENSG00000157869,MONDO_0021074,precancerous condition,0.5571,False
RAB28,ENSG00000157869,MONDO_0024327,chronic renal failure syndrome,0.97,False
RAB28,ENSG00000157869,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.7861,False
RAB28,ENSG00000157869,MONDO_0044903,myelofibrosis,0.5658,False
RAB28,ENSG00000157869,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9174,False
RAB28,ENSG00000157869,MONDO_0045056,grade II meningioma,0.5083,False
RAB28,ENSG00000157869,EFO_0000096,neoplasm of mature B-cells,0.8221,False
RAB28,ENSG00000157869,EFO_0000198,myelodysplastic syndrome,0.5663,False
RAB28,ENSG00000157869,EFO_0000278,pancreatitis,0.5846,False
RAB28,ENSG00000157869,EFO_0000330,childhood acute myeloid leukemia,0.6292,False
RAB28,ENSG00000157869,EFO_0000616,neoplasm,0.6957,False
RAB28,ENSG00000157869,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8369,False
RAB28,ENSG00000157869,EFO_0002618,pancreatic carcinoma,0.6953,False
RAB28,ENSG00000157869,EFO_0003027,acute myeloblastic leukemia without maturation,0.63,False
RAB28,ENSG00000157869,EFO_0003028,acute myeloblastic leukemia with maturation,0.9276,False
RAB28,ENSG00000157869,EFO_0003060,non-small cell lung carcinoma,0.8012,False
RAB28,ENSG00000157869,EFO_0003876,intermittent vascular claudication,0.7817,False
RAB28,ENSG00000157869,EFO_0004284,upper aerodigestive tract neoplasm,0.9579,False
RAB28,ENSG00000157869,EFO_0004599,acute graft vs. host disease,0.5591,False
RAB28,ENSG00000157869,EFO_0006861,male breast carcinoma,0.5922,False
RAB28,ENSG00000157869,EFO_0008585,ST Elevation Myocardial Infarction,0.5929,False
RAB28,ENSG00000157869,EFO_0009780,HER2 negative breast carcinoma,0.7296,False
RAB28,ENSG00000157869,EFO_0009878,drug interaction,0.8833,False
RAB28,ENSG00000157869,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.5758,False
RAB28,ENSG00000157869,EFO_0020003,drug toxicity,0.9407,False
RAB28,ENSG00000157869,EFO_1000059,cervical artery dissection,0.6028,False
RAB28,ENSG00000157869,EFO_1000251,Fallopian Tube Carcinoma,0.6955,False
RAB28,ENSG00000157869,EFO_1000419,Ovarian Germ Cell Tumor,0.8322,False
RAB28,ENSG00000157869,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.6255,False
RAB28,ENSG00000157869,EFO_1000652,acute pancreatitis,0.5304,False
RAB28,ENSG00000157869,EFO_1000727,lipodystrophy,0.6236,False
RAB28,ENSG00000157869,EFO_1001013,lethal midline granuloma,0.8775,False
RAB28,ENSG00000157869,EFO_1001100,peritoneal neoplasm,0.9407,False
RAB28,ENSG00000157869,EFO_1001110,pituitary-dependent Cushing's disease,0.8561,False
RAB28,ENSG00000157869,EFO_1001159,Rh isoimmunization,0.5545,False
RAB28,ENSG00000157869,EFO_1001257,acute erythroblastic leukemia,0.6671,False
RAB28,ENSG00000157869,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.9347,False
RAB28,ENSG00000157869,EFO_1001799,incomplete abortion,0.8943,False
RAB28,ENSG00000157869,EFO_1001933,adult acute monocytic leukemia,0.6225,False
RAB28,ENSG00000157869,EFO_1001934,adult acute myeloid leukemia,0.7908,False
RAB28,ENSG00000157869,EFO_1001945,childhood acute myeloid leukemia with maturation,0.7223,False
RAB28,ENSG00000157869,EFO_1001947,childhood T acute lymphoblastic leukemia,0.5044,False
RAB28,ENSG00000157869,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9606,False
RAB28,ENSG00000157869,EFO_1002001,core binding factor acute myeloid leukemia,0.6244,False
RAB28,ENSG00000157869,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.5664,False
RAB29,ENSG00000117280,MONDO_0001187,urinary bladder cancer,0.6456,False
RAB29,ENSG00000117280,MONDO_0001879,anus cancer,0.7467,False
RAB29,ENSG00000117280,MONDO_0002087,peritoneum cancer,0.665,False
RAB29,ENSG00000117280,MONDO_0002158,fallopian tube cancer,0.6163,False
RAB29,ENSG00000117280,MONDO_0002586,thymus cancer,0.5636,False
RAB29,ENSG00000117280,MONDO_0002833,fallopian tube transitional cell carcinoma,0.629,False
RAB29,ENSG00000117280,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8685,False
RAB29,ENSG00000117280,MONDO_0003196,appendix carcinoma,0.5037,False
RAB29,ENSG00000117280,MONDO_0003541,adult acute lymphoblastic leukemia,0.6353,False
RAB29,ENSG00000117280,MONDO_0003869,childhood brain stem glioma,0.6964,False
RAB29,ENSG00000117280,MONDO_0004111,refractory hematologic cancer,0.7854,False
RAB29,ENSG00000117280,MONDO_0004180,benign urinary system neoplasm,0.6052,False
RAB29,ENSG00000117280,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.589,False
RAB29,ENSG00000117280,MONDO_0004992,cancer,0.511,False
RAB29,ENSG00000117280,MONDO_0008315,prostate cancer,0.5463,False
RAB29,ENSG00000117280,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.5748,False
RAB29,ENSG00000117280,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.606,False
RAB29,ENSG00000117280,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6148,False
RAB29,ENSG00000117280,MONDO_0020690,adult glioblastoma,0.8553,False
RAB29,ENSG00000117280,MONDO_0021538,verrucous carcinoma of oral cavity,0.5252,False
RAB29,ENSG00000117280,MONDO_0024327,chronic renal failure syndrome,0.8597,False
RAB29,ENSG00000117280,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9112,False
RAB29,ENSG00000117280,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.8695,False
RAB29,ENSG00000117280,MONDO_0045056,grade II meningioma,0.6158,False
RAB29,ENSG00000117280,EFO_0000096,neoplasm of mature B-cells,0.6015,False
RAB29,ENSG00000117280,EFO_0000616,neoplasm,0.6296,False
RAB29,ENSG00000117280,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8279,False
RAB29,ENSG00000117280,EFO_0002618,pancreatic carcinoma,0.5779,False
RAB29,ENSG00000117280,EFO_0003028,acute myeloblastic leukemia with maturation,0.8635,False
RAB29,ENSG00000117280,EFO_0003060,non-small cell lung carcinoma,0.8083,False
RAB29,ENSG00000117280,EFO_0003876,intermittent vascular claudication,0.5344,False
RAB29,ENSG00000117280,EFO_0004284,upper aerodigestive tract neoplasm,0.9429,False
RAB29,ENSG00000117280,EFO_0006861,male breast carcinoma,0.6341,False
RAB29,ENSG00000117280,EFO_0009780,HER2 negative breast carcinoma,0.7835,False
RAB29,ENSG00000117280,EFO_0009878,drug interaction,0.8197,False
RAB29,ENSG00000117280,EFO_0020003,drug toxicity,0.7475,False
RAB29,ENSG00000117280,EFO_1000251,Fallopian Tube Carcinoma,0.8138,False
RAB29,ENSG00000117280,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5369,False
RAB29,ENSG00000117280,EFO_1001013,lethal midline granuloma,0.7856,False
RAB29,ENSG00000117280,EFO_1001100,peritoneal neoplasm,0.9617,False
RAB29,ENSG00000117280,EFO_1001110,pituitary-dependent Cushing's disease,0.8873,False
RAB29,ENSG00000117280,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.8351,False
RAB29,ENSG00000117280,EFO_1001799,incomplete abortion,0.5851,False
RAB29,ENSG00000117280,EFO_1001945,childhood acute myeloid leukemia with maturation,0.5359,False
RAB29,ENSG00000117280,EFO_1001958,high grade ovarian serous adenocarcinoma,0.8921,False
RAB29,ENSG00000117280,EFO_1002001,core binding factor acute myeloid leukemia,0.545,False
RAB2A,ENSG00000104388,MONDO_0001187,urinary bladder cancer,0.5387,False
RAB2A,ENSG00000104388,MONDO_0001852,small intestine lymphoma,0.6203,False
RAB2A,ENSG00000104388,MONDO_0001879,anus cancer,0.8544,False
RAB2A,ENSG00000104388,MONDO_0002087,peritoneum cancer,0.5645,False
RAB2A,ENSG00000104388,MONDO_0002158,fallopian tube cancer,0.5155,False
RAB2A,ENSG00000104388,MONDO_0002225,ovarian sarcoma,0.6447,False
RAB2A,ENSG00000104388,MONDO_0002586,thymus cancer,0.7138,False
RAB2A,ENSG00000104388,MONDO_0002833,fallopian tube transitional cell carcinoma,0.6446,False
RAB2A,ENSG00000104388,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8553,False
RAB2A,ENSG00000104388,MONDO_0003196,appendix carcinoma,0.5705,False
RAB2A,ENSG00000104388,MONDO_0003478,childhood ependymoma,0.6654,False
RAB2A,ENSG00000104388,MONDO_0003541,adult acute lymphoblastic leukemia,0.6326,False
RAB2A,ENSG00000104388,MONDO_0003659,pediatric lymphoma,0.5057,False
RAB2A,ENSG00000104388,MONDO_0003660,adult lymphoma,0.5203,False
RAB2A,ENSG00000104388,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.58,False
RAB2A,ENSG00000104388,MONDO_0003869,childhood brain stem glioma,0.7192,False
RAB2A,ENSG00000104388,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.6434,False
RAB2A,ENSG00000104388,MONDO_0004111,refractory hematologic cancer,0.7782,False
RAB2A,ENSG00000104388,MONDO_0004180,benign urinary system neoplasm,0.5541,False
RAB2A,ENSG00000104388,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.7045,False
RAB2A,ENSG00000104388,MONDO_0004992,cancer,0.5562,False
